id,cid,catid1,catid2,catid3,tag,blabel,publicview,imgvh,title1,title2,title3,title4,title5,title6,creator1,creator2,creator3,creator4,creator5,creator6,creator7,creator8,creator9,creator10,creator11,creator12,creator13,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,description1,description2,description3,description4,description5,description6,publisher1,publisher2,contributor1,date1,date2,type1,type2,format1,format2,identifier1,identifier2,identifier3,source1,language1,language2,language3,relation1,coverage1,pdffile,pdfsize
1397,0,0,0,0,0012_000412_000268,"""Nebbie""",Y,650,Nebbie,,,,Mists,,,"Respighi, Ottorino",,,"Negri, Ada","Von Blomberg, A. M.",,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Charles W. Homeyer & Co., Inc.",,,1921,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 4",English,Italian,,,,0012_000412_000268.pdf,1446896
1398,0,0,0,0,0012_000412_000269,"""Iris""",Y,650,Iris,,,,,,,"Ware, Harriet",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Harold Flammer Incorporated,,,1921,,Text,,1 score (4 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 4",English,,,,,0012_000412_000269.pdf,1165036
1399,0,0,0,0,0012_000412_000270,"""April"","" My April""",Y,650,"April, My April",,,,,,,"Milligan, Harold Vincent",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : The Arthur P. Schmidt Co.,,,1922,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 4",English,,,,,0012_000412_000270.pdf,2168219
1400,0,0,0,0,0012_000412_000271,"""The Serenade""",Y,650,The Serenade,,,,,,,"Tosti, F. Paolo",,,,,,,,,,,,,,,,,,,,,,,,,,,"Milan, Spain : G. Ricordi & Co.",,,n.d. (1800/1899),,Text,,1 score (12 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000271.pdf,4128673
1401,0,0,0,0,0012_000412_000272,"""The Last Rose of Summer""",Y,650,The Last Rose of Summer,,,,,,,"Von Flotow, Friedrich",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : G. Schirmer, Inc.",,,n.d. (1800/1899),,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000272.pdf,2076806
1402,0,0,0,0,0012_000412_000273,"""Twickenham Ferry""",Y,650,Twickenham Ferry,,,,,,,"Marzials, Theo.",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : G. Schirmer, Inc.",,,n.d. (1800/1899),,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000273.pdf,1413258
1403,0,0,0,0,0012_000412_000274,"""Donna"","" Vorrei Morir""",Y,650,"Donna, Vorrei Morir",,,,,,,"Tosti, F. Paolo",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : G. Schirmer, Inc.",,,n.d. (1800/1899),,Text,,1 score (4 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000274.pdf,1254021
1404,0,0,0,0,0012_000412_000275,"""Aprile""",Y,650,Aprile,,,,,,,"Tosti, F. Paolo",,,,,,,,,,,,,,,,,,,,,,,,,,,"Milan, Spain : G. Ricordi & Co.",,,n.d. (1800/1899),,Text,,1 score (12 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,Italian,,,,0012_000412_000275.pdf,3207766
1405,0,0,0,0,0012_000412_000276,"""Idomenee""",Y,650,Idomenee,,,,,,,"Crosti, Eug.",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : E. Girod,,,n.d. (1800/1899),,Text,,1 score (10 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,Italian,,,,0012_000412_000276.pdf,3259679
1406,0,0,0,0,0012_000412_000277,"""Las Hijas del Zebedeo""",Y,650,Las Hijas del Zebedeo,,,,,,,"Chapi, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madrid, Spain : Union Musical Espanola",,,n.d. (1800/1899),,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,Spanish,,,,0012_000412_000277.pdf,2245555
1407,0,0,0,0,0012_000412_000278,"""Las Hijas del Zebedeo""",Y,650,Las Hijas del Zebedeo,,,,,,,"Chapi, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madrid, Spain : Union Musical Espanola",,,n.d. (1800/1899),,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,Spanish,,,,0012_000412_000278.pdf,2286801
1408,0,0,0,0,0012_000412_000279,"""Lakme""",Y,650,Lakmé,,,,,,,"Delibes, Leo",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : Au Menestrel,,,n.d. (1800/1899),,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000279.pdf,2649091
1409,0,0,0,0,0012_000412_000280,"""El Guitarrico""",Y,650,El Guitarrico,,,,,,,"Soriano, Perez",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valparaiso, Spain : R. Weinreich Kirsinger",,,n.d. (1800/1899),,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000280.pdf,2379451
1410,0,0,0,0,0012_000412_000281,"""Avril Pose ses Pieds Lents""",Y,650,Avril Pose ses Pieds Lents,,,,,,,"Paulin, Gaston",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : Henri Gregh,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000281.pdf,2112156
1411,0,0,0,0,0012_000412_000282,"""Villanelle des Petits Canards""",Y,650,Villanelle des Petits Canards,,,,,,,"Chabrier, Emmanuel",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : Enoch & Cie.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000282.pdf,2995028
1412,0,0,0,0,0012_000412_000283,"""Il est un Jardin d'Amour""",Y,650,Il est un Jardin d'Amour,,,,,,,"Doret, Gustave",,,,,,,,,,,,,,,,,,,,,,,,,,,"Paris : Rouart, Lerolle & Cie.",,,n.d. (1800/1899),,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000283.pdf,1627625
1413,0,0,0,0,0012_000412_000284,"""Acuerdate de Mi!""",Y,650,Acuerdate de Mi!,,,,,,,"Falces, P. Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,Havana : VDA. De Carreras y Ca.,,,n.d. (1800/1899),,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 9",English,,,,,0012_000412_000284.pdf,1469427
1414,0,0,0,0,0012_000412_000285,"""Ave Maria""",Y,650,Ave Maria,,,,,,,"Kahn, Percy B.",,,,,,,,,,,,,,,,,,,,,Signed by Comp./Lyricist,,,,,,"New York : G. Schirmer, Inc.",,,1913,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 10",English,,,,,0012_000412_000285.pdf,1934785
1415,0,0,0,0,0012_000412_000286,"""The Song of the Hill""",Y,650,The Song of the Hill,,,,,,,"Russell, Sydney King",,,,,,,,,,,,,,,,,,,,,Signed by Comp./Lyricist,,,,,,Boston : The Boston Music Co.,,,1920,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 10",English,,,,,0012_000412_000286.pdf,1543977
1416,0,0,0,0,0012_000412_000287,"""Children of Men""",Y,650,Children of Men,,,,,,,"Russell, Sydney King",,,,,,,,,,,,,,,,,,,,,Signed by Comp./Lyricist,,,,,,New York : Harold Flammer Incorporated,,,1921,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 10",English,,,,,0012_000412_000287.pdf,1745114
1417,0,0,0,0,0012_000412_000288,"""Traum Durch Die Dammerung""",Y,650,Traum Durch Die Dammerung,,,,,,,"Strauss, Richard",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Leipzig, Germany : Universal-Edition A.G.",,,1897,,Text,,1 score (10 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000288.pdf,2331315
1418,0,0,0,0,0012_000412_000289,"""The Crow""",Y,650,The Crow,,,,,,,"Schubert, Franz",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,New York : Carl Fischer Inc.,,,1914,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000289.pdf,1635275
1419,0,0,0,0,0012_000412_000290,"""Im Feld ein Madchen singt��_""",Y,650,Im Feld ein Mädchen singt...,,,,,,,"Sibelius, Jean",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,Berlin : Schlesinger'sche Buch,,,1907,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000290.pdf,1993611
1420,0,0,0,0,0012_000412_000291,"""Ruhe"","" Meine Seele!""",Y,650,"Ruhe, Meine Seele!",,,,,,,"Strauss, Richard",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Leipzig, Germany : Universal-Edition A.G.",,,1897,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000291.pdf,2743751
1421,0,0,0,0,0012_000412_000292,"""Italienisches Liederbuch""",Y,650,Italienisches Liederbuch,,,,,,,"Wolf, Hugo",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Leipzig, Germany : C.F. Peters",,,n.d. (1800/1899),,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000292.pdf,1892771
1422,0,0,0,0,0012_000412_000293,"""Ich Trage Meine Minne""",Y,650,Ich Trage Meine Minne,,,,,,,"Strauss, Richard",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Leipzig, Germany : Universal-Edition A.G.",,,1897,,Text,,1 score (10 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000293.pdf,3475297
1423,0,0,0,0,0012_000412_000294,"""Lillebarn - Kindelein mein""",Y,650,Lillebarn - Kindelein mein,,,,,,,"Nystrom, Gosta",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Copenhagen, Denmark : Wilhelm Hansen",,,1920,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000294.pdf,2182869
1424,0,0,0,0,0012_000412_000295,"""Spielmann""",Y,650,Spielmann,,,,,,,"Delius, Frederick",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Liepzig, Germany : Tischer & Jagenberg",,,1910,,Text,,1 score (20 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000295.pdf,6484696
1425,0,0,0,0,0012_000412_000296,"""Madchen Kam Vom Stelldichein""",Y,650,Madchen Kam Vom Stelldichein,,,,,,,"Sibelius, Jean",,,,,,,,,,,,,,,,,,,,,Signed by G.M.,,,,,,"Leipzig, Germany : Breitkopf & Hartel",,,1906,,Text,,1 score (12 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 11",English,,,,,0012_000412_000296.pdf,3436185
1426,0,0,0,0,0012_000412_000297,"""Will You Remember""",Y,650,Will You Remember,,,,,,,,,,,,,"Romberg, Sigmund",,,,,,,,,,,,,,,Dedicated to G.M.,,,,,,"New York : G. Schirmer, Inc.",,,1917,,Text,,1 score (x p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 12",English,,,,,,
1427,0,0,0,0,0012_000412_000298,"""Seguidille""",Y,650,Seguidille,,,,,,,"De Falla, Manuel",,,,,,,,,,,,,,,,,,,,,,,,,,,"Paris : Rouart, Lerolle & Cie.",,,1910,,Text,,1 score (6 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 1",English,,,,,0012_000412_000298.pdf,2461866
1428,0,0,0,0,0012_000412_000299,"""April Weather""",Y,650,April Weather,,,,,,,"Rogers, James H.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Oliver Ditson Company",,,1899,,Text,,1 score (10 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000299.pdf,2963725
1429,0,0,0,0,0012_000412_000300,"""Awake! 'Tis The Dawn""",,650,Awake! 'Tis The Dawn,,,,,,,"Hawley, Annie Andros",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : M. Witmark & Sons,,,1909,,Text,,1 score (10 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000300.pdf,3424893
1430,0,0,0,0,0012_000412_000301,"""Biondina""",Y,650,Biondina,,,,,,,"Gund, Ch.",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : Henry Lemoine,,,n.d. (1800/1899),,Text,,1 score (4 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000301.pdf,893883
1431,0,0,0,0,0012_000412_000302,"""Serenade""",Y,650,Serenade,,,,,,,"Carpenter, John A. ",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : G. Schirmer, Inc.",,,1921,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000302.pdf,2789917
1432,0,0,0,0,0012_000412_000303,"""O"","" Vanished Loveliness""",Y,650,"O, Vanished Loveliness",,,,,,,"Donaudy, Stephano",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Ricordi & Co. Inc.,,,1918,,Text,,1 score (2 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000303.pdf,540935
1433,0,0,0,0,0012_000412_000304,"""Rispetti""",Y,650,Rispetti,,,,,,,"Wolf-Ferrari, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leipzig, Germany : D. Rahter",,,1904,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000304.pdf,3035648
1434,0,0,0,0,0012_000412_000305,"""Seligkeit""",Y,650,Seligkeit,,,,,,,"Schubert, Franz",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leipzig, Germany : Breitkopf & Hartel",,,n.d. (1800/1899),,Text,,1 score (2 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000305.pdf,919713
1435,0,0,0,0,0012_000412_000306,"""Norma""",Y,650,Norma,,,,,,,"Bellini, Vincenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : G. Schirmer, Inc.",,,1911,,Text,,1 score (18 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000306.pdf,6947304
1436,0,0,0,0,0012_000412_000307,"""Gabriel Faure""",Y,650,Gabriel Faure,,,,,,,"Faure, Gabriel",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : J. Hamelle,,,n.d. (1800/1899),,Text,,1 score (4 p.),image/jpeg,,,1025,"MS.1025, Box 2, Folder 12",English,,,,,0012_000412_000307.pdf,1390437
1437,0,0,0,0,0012_000412_000308,"""Seguidilla Muriciana""",Y,650,Seguidilla Muriciana,,,,,,,,,,,,,"De Falla, Manuel",,,,,,,,,,,,,,,Cannot Find,,,,,,"London : J. & W. Chester, Ltd.",,,1922,,Text,,1 score (x p.),image/jpeg,,,1025,"MS.1025, Box 3, Folder Marked",English,,,,,,
1438,0,0,0,0,0012_000412_000309,"""The Faltering Dusk""",Y,650,The Faltering Dusk,,,,op.45 no.1,,,"Kramer, A. Walter",,,"Untermeyer, Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,,1 score (8 p.),image/jpeg,,,1025,"MS.1025, Box 1, Folder 4",English,,,,,0012_000412_000309.pdf,2262407
1439,0,0,0,0,0012_003152_000200,"""Crookit Bawbee""",Y,650,Crookit Bawbee,,,,,,,"A., M. T.",,,"Anderson, L., Esq.",,,,,,,,,,,,,,,,,,,,,,,,"Aberdeen, Scotland : Marr & Co.",,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 1",English,,,,,0012_003152_000200.pdf,1452054
1440,0,0,0,0,0012_003152_000201,"""Verlegenheit""",Y,650,Verlegenheit,,,,"Hesitation, Embarrassment",,,"Abt, F.",,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago : National Music Co.,,,1895,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 2",English,German,,,,0012_003152_000201.pdf,1170195
1441,0,0,0,0,0012_003152_000202,"""Don't Be Angry Mother""",Y,650,Don't Be Angry Mother,,,,Opera Troupe,,Master Adams,"Adams, Master",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, Maryland : G. Willig Jr.",,,1852,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 4",English,,,,,0012_003152_000202.pdf,1245018
1442,0,0,0,0,0012_003152_000203,"""The Blue Alsatian Mountains""",Y,650,The Blue Alsatian Mountains,,,,,,,"Adams, Stephen",,,Claribel,,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (12 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 5",English,,,,,0012_003152_000203.pdf,3482399
1443,0,0,0,0,0012_003152_000204,"""The Island of Dreams""",Y,650,The Island of Dreams,,,,,,"Lloyd, Edward","Adams, Stephen",,,"Weatherly, F. E.",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 6",English,,,,,0012_003152_000204.pdf,2704984
1444,0,0,0,0,0012_003152_000205,"""The Midshipmite""",Y,650,The Midshipmite,,,,,,"Maybrick, Michael","Adams, Stephen",,,"Weatherly, F. E.",,,,,,,,,,,,,,,,,,Dedicated to Albert Calkin Lewis,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 7",English,,,,,0012_003152_000205.pdf,3199639
1445,0,0,0,0,0012_003152_000206,"""The Pilgrim""",Y,650,The Pilgrim,,,,,,"Lloyd, Edward","Adams, Stephen",,,"Abercrombie, Beatrice",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 8",English,,,,,0012_003152_000206.pdf,3046261
1446,0,0,0,0,0012_003152_000207,"""Star of Bethlehem""",Y,650,Star of Bethlehem,,,,,,"Lloyd, Edward","Adams, Stephen",,,"Weatherly, F. E.",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 9",English,,,,,0012_003152_000207.pdf,2584879
1447,0,0,0,0,0012_003152_000208,"""The Tar's Farewell""",Y,650,The Tar's Farewell,,,,,,,"Adams, Stephen",,,,,,,,,,,,,,,,,,,,,,,,,,,n.p.,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 10",English,,,,,0012_003152_000208.pdf,1881802
1448,0,0,0,0,0012_003152_000209,"""I Want a Real Coon""",Y,650,I Want a Real Coon,,,,,,"Mathews, Zoa","Adler, Bernard",,,"Lamb, Arthur J.",,,,,,,,,,,,,,,,,,,,,,,,Chicago : Windsor Music Co.,,,1898,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 11",English,,,,,0012_003152_000209.pdf,1454430
1449,0,0,0,0,0012_003152_000210,"""The Old Maid's Prayer""",Y,650,The Old Maid's Prayer,,,,,,,Akswezradab,,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Wm. A. Pond & Co.,,,1866,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 14",English,,,,,0012_003152_000210.pdf,1801349
1450,0,0,0,0,0012_003152_000211,"""I'm Saving All My Lovin' for You""",Y,650,I'm Saving All My Lovin' for You,,,,,,,"Alexander, Newton",,,"Alexander, Newton",,,,,,,,,,,,,,,,,,,,,,,,Chicago : Will Rossiter,,,1913,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 15",English,,,,,0012_003152_000211.pdf,2068416
1451,0,0,0,0,0012_003152_000212,"""Lusetta""",Y,650,Lusetta,,,,,,,"Allen, Charles E.",,,,,"Frederickson, Oscar",,,,,,,,,,,,,,,,,,,,,,"Toldeo, OH : Virginia Publishing Co.",,,1916,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 16",English,,,,,0012_003152_000212.pdf,2428429
1452,0,0,0,0,0012_003152_000213,"""Tell Me Not of Morning Breaking""",Y,650,Tell Me Not of Morning Breaking,,,,,,,"Andrews, R.",,,"Hamilton, R.",,"Andrews, R.",,,,,,,,,,,,,,,,,,,,,,London  : Wiley & Co.,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 17",English,,,,,0012_003152_000213.pdf,1532826
1453,0,0,0,0,0012_003152_000214,"""Auld Lang Syne""",Y,650,Auld Lang Syne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Howard & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 18",English,,,,,0012_003152_000214.pdf,1229146
1454,0,0,0,0,0012_003152_000215,"""Auld Robin Gray""",Y,650,Auld Robin Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Howard & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 19",English,,,,,0012_003152_000215.pdf,1012473
1455,0,0,0,0,0012_003152_000216,"""Bonaparte Crossing the Rhine and Orange Boven""",Y,650,Bonaparte Crossing the Rhine and Orange Boven,,,,,,,"Blake, G.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : G.E. Blake",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 20",English,,,,,0012_003152_000216.pdf,542174
1456,0,0,0,0,0012_003152_000217,"""Ben Bolt""",Y,650,Ben Bolt,,,,"Oh! Don't You Remember Sweet Alice, Ben Bolt?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Robert Cocks & Co.,,,1895,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 21",English,,,,,0012_003152_000217.pdf,2126826
1457,0,0,0,0,0012_003152_000218,"""Caller Herrin""",Y,650,Caller Herrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Howard & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 22",English,,,,,0012_003152_000218.pdf,1321207
1458,0,0,0,0,0012_003152_000219,"""Few Days""",Y,650,Few Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Winner & Shuster",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 23",English,,,,,0012_003152_000219.pdf,605131
1459,0,0,0,0,0012_003152_000220,"""The Flowers of the Forest""",Y,650,The Flowers of the Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Howard & Co.,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 24",English,,,,,0012_003152_000220.pdf,1644121
1460,0,0,0,0,0012_003152_000221,"""The Four Maries""",Y,650,The Four Maries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Methven Simpson & Co.,,,1800/1899,,Text,,1 score (5 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 25",English,,,,,0012_003152_000221.pdf,1183850
1461,0,0,0,0,0012_003152_000222,"""Jordan Quick Step""",Y,650,Jordan Quick Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Winner & Shuster",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 26",English,,,,,0012_003152_000222.pdf,581418
1462,0,0,0,0,0012_003152_000223,"""Lady Mine! Lady Mine!""",Y,650,Lady Mine! Lady Mine!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, MD : F.D. Beenteen",,,1846,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 27",English,,,,,0012_003152_000223.pdf,1028217
1463,0,0,0,0,0012_003152_000224,"""The Last Rose of Summer""",Y,650,The Last Rose of Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Howard & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 28",English,,,,,0012_003152_000224.pdf,1011563
1464,0,0,0,0,0012_003152_000225,"""The Long and Weary Day""",Y,650,The Long and Weary Day,,,,Den Lieben Langen Tag,,,,,,"Thistle, Arthur",,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Lee & Walker",,,1856,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 29",English,German,,,,0012_003152_000225.pdf,1321956
1465,0,0,0,0,0012_003152_000226,"""March from Norma""",Y,650,March from Norma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : Firth, Pond & Co.",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 30",English,,,,,0012_003152_000226.pdf,419604
1466,0,0,0,0,0012_003152_000227,"""The New York Musical Boquet No. 18""",Y,650,The New York Musical Boquet No. 18,,,,Lardy Dah and Bella Bocca Polka and Fatinitza March,,"Atherton, Alice","Waldteufel, Emile",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Geo. Cowland,,,1880,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 31",English,,,,,0012_003152_000227.pdf,2357928
1467,0,0,0,0,0012_003152_000228,"""My Marguerite""",Y,650,My Marguerite,,,,La Charmante Marguerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 32",English,French,,,,0012_003152_000228.pdf,2508502
1468,0,0,0,0,0012_003152_000230,"""Put Me in My Little Bed""",Y,650,Put Me in My Little Bed,,,,,,The Christy Minstrels,,,,,,,,,,,,,,,,,,,,,,,,,,,,London : W. Paxton,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 33",English,,,,,0012_003152_000230.pdf,1643283
1469,0,0,0,0,0012_003152_000231,"""Shells of Ocean""",Y,650,Shells of Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Winner & Shuster",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 34",English,,,,,0012_003152_000231.pdf,357035
1470,0,0,0,0,0012_003152_000232,"""Silver Lake Waltz""",Y,650,Silver Lake Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston : G.P. Reed,,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 1, Folder 35",English,,,,,0012_003152_000232.pdf,540396
