id,cid,catid1,catid2,catid3,tag,blabel,publicview,imgvh,title1,title2,title3,title4,title5,title6,creator1,creator2,creator3,creator4,creator5,creator6,creator7,creator8,creator9,creator10,creator11,creator12,creator13,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,description1,description2,description3,description4,description5,description6,publisher1,publisher2,contributor1,date1,date2,type1,type2,format1,format2,identifier1,identifier2,identifier3,source1,language1,language2,language3,relation1,coverage1,pdffile,pdfsize
320,0,0,0,0,0012_000497_000456,"""You're a Grand Old Flag""",Y,650,You're a Grand Old Flag,,,,,,,"Cohan, George M",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : F. A. Mills,,,1906,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 47",English,,,,,0012_000497_000456.pdf,3169683
321,0,0,0,0,0012_000497_000457,"""Mexico""",Y,650,Mexico,,,,,,,"Cole, Bob",,,"Cole, Bob","Johnson, James W.",,,,,,,,,,,,,,,,,,,,,,,New York : Jos. W. Stern & Co.,,,1904,,Text,,1 score (10 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 48",English,,,,,0012_000497_000457.pdf,3226036
322,0,0,0,0,0012_000497_000458,"""Maryland Cadets"","" quick step""",Y,650,"Maryland Cadets, quick step",,,,,,,"Cole, G.F.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, MD : Geo. F. Cole",,,n.d.,,Text,,1 score (2 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 49",English,,,,,0012_000497_000458.pdf,671548
323,0,0,0,0,0012_000497_000459,"""Eva Tanguay's Love Song""",Y,650,Eva Tanguay's Love Song,,,,,,"Tanguay, Eva","Collins, Melville S",,,"Collins, Melville S",,,,,,,,,,,,,,,,,,,,,,,,New York : Melville S. Collins,,,1904,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 50",English,,,,,0012_000497_000459.pdf,1463287
324,0,0,0,0,0012_000497_000460,"""Uncle True Quick Step""",Y,650,Uncle True Quick Step,,,,,,Beck's Celebrated Brass band,"Colman, Henry S.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : John Marsh",,,1858,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 51",English,,,,,0012_000497_000460.pdf,1704712
325,0,0,0,0,0012_000497_000465,"""Stumbling""",Y,650,Stumbling,,,,,,,"Confrey, Zez",,,"Confrey, Zez",,,,,,,,,,,,,,,,,,,,,,,,"New York : Leo. Feist, Inc.",,,1921,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 56",English,,,,,0012_000497_000465.pdf,2236716
326,0,0,0,0,0012_000497_000467,"""You'll Never Know the Good Fellow I've Been""",Y,650,You'll Never Know the Good Fellow I've Been,,,,,,"Tucker, Sophie","Coogan, Jack",,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago : Will Rossiter,,,1911,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 58",English,,,,,0012_000497_000467.pdf,2362670
327,0,0,0,0,0012_000497_000468,"""The Little Gypsy Maid""",Y,650,The Little Gypsy Maid,,,,,,,"Cook, Will Marion",,,"Smith, Harry B.","Mack, Cecil",,,,,,,,,,,,,,,,,,,,,,,New York : Harry Von Tilzer Music Publishing Co.,,,1902,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 59",English,,,,,0012_000497_000468.pdf,1971976
328,0,0,0,0,0012_000497_000469,"""When Time Hath Bereft Thee""",Y,650,When Time Hath Bereft Thee,,,,,,,"Cooke, T.",,,"Planche, I.R.",,,,,,,,,,,,,,,,,,,,,,,,New York : F. Riley,,,n.d.,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 60",English,,,,,0012_000497_000469.pdf,954038
329,0,0,0,0,0012_000497_000470,"""The Link is not Broken""",Y,650,The Link Is Not Broken,,,,,,,"Coolidge, E.T.",,,A Gentleman of Boston,,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : C. Bradlee",,,1835,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 61",English,,,,,0012_000497_000470.pdf,1541224
330,0,0,0,0,0012_000497_000471,"""Still Thine Own""",Y,650,Still Thine Own,,,,,,,"Thomas, J.R.",,,"Cooper, George",,,,,,,,,,,,,,,,,,,,,,,,New York : William A. Pond & Co.,,,1870,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 62",English,,,,,0012_000497_000471.pdf,1931715
331,0,0,0,0,0012_000497_000472,"""Corn Flower""",Y,650,Corn Flower,,,,,,,"Coote Jr., Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,London : Ashdown & Parry,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 63",English,,,,,0012_000497_000472.pdf,3523748
332,0,0,0,0,0012_000497_000473,"""La Fille De Madame Angot""",Y,650,La Fille de Madame Angot,,,,,,,"Coote, Charles ",,,,,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (12 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 64",English,,,,,0012_000497_000473.pdf,4455311
333,0,0,0,0,0012_000497_000474,"""Constancy""",Y,650,Constancy,,,,,,"Osburn, Sophie M.","Cordova, R.J. de",,,"Cordova, R.J. de",,"Conterno, Meastro L. ",,,,,,,,,,,,,,,,,,,,,,"Brooklyn, NY : Goold's Music Store",,,1879,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 65",English,,,,,0012_000497_000474.pdf,1408710
334,0,0,0,0,0012_000497_000475,"""Your Country Needs You Now""",Y,650,Your Country Needs You Now,,,,,,,"Cormack, Rennie","McConnell, Geo. B.",,"Dubin, Al.",,,,,,,,,,,,,,,,,,,,,,,,New York : M. Witmark & Sons,,,1917,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 66",English,,,,,0012_000497_000475.pdf,1626375
335,0,0,0,0,0012_000497_000476,"""Come Sail with me O'er the Golden Sea""",Y,650,Come Sail with me o'er the Golden Sea,,,,,,,"Corson, E. G.",,,"Corson, E. G.",,,,,,,,,,,,,,,,,,,,,,,,"New York : Leo. Feist, Inc.",,,1917,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 67",English,,,,,0012_000497_000476.pdf,1644563
336,0,0,0,0,0012_000497_000478,"""The Sword of Bunker Hill""",Y,650,The Sword of Bunker Hill,,,,,,Ossian's Bards,"Covert, Bernard",,,"Wallace, William Ross",,"Clark, J.G. ",,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Henry Tolman & Co.",,,1855,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 69",English,,,,,0012_000497_000478.pdf,1641154
337,0,0,0,0,0012_000497_000479,"""Sweet Love of Mine""",Y,650,Sweet Love of Mine,,,,,,,"Cowan, Fred H.",,,"Samuel, S.M.",,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : W.A. Evans & Bro.",,,n.d.,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 70",English,,,,,0012_000497_000479.pdf,1608981
338,0,0,0,0,0012_000497_000480,"""Oh! Doctor""",Y,650,Oh! Doctor,,,,,,,,,,,,,"Cowan, Rubey","Joyce, Billy",,,,,,,,,,,,,,,,,,,,New York : Stark & Cowan Inc. Music Publishers,,,1920,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 71",English,,,,,0012_000497_000480.pdf,1826523
339,0,0,0,0,0012_000497_000481,"""La Marseillaise""",Y,650,La Marseillaise,,,,,,,"Cramer, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,Lourdes : Jean Andre,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 72",French,,,,,0012_000497_000481.pdf,1612881
340,0,0,0,0,0012_000497_000483,"""Do They Miss Me at Home?""",Y,650,Do They Miss Me at Home?,,,,,,Amphons,"Crannis ,S.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Oiliver Ditson",,,1853,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 74",English,,,,,0012_000497_000483.pdf,1863393
341,0,0,0,0,0012_000497_000484,"""Sweet Emalina"","" My Gal""",Y,650,"Sweet Emalina, My Gal",,,,,,,Creamer,Layton,,Creamer,Layton,,,,,,,,,,,,,,,,,,,,,,,New York : Broadway Music Corporation,,,1917,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 75",English,,,,,0012_000497_000484.pdf,1653028
342,0,0,0,0,0012_000497_000485,"""Quand L'amour Meurt""",Y,650,Quand L'amour Meurt,,,,,,,"Cremieux, Octave",,,,,,,,,,,,,,,,,,,,,,,,,,,"London : Chappell & Co., LTD.",,,1904,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 76",English,French,,,,0012_000497_000485.pdf,2744006
343,0,0,0,0,0012_000497_000486,"""I Forget the Gay World""",Y,650,I Forget the Gay World,,,,,,,"Crosby, L.V.H.",,,"Pike, Marshall S.",,,,,,,,,,,,,,,,,,,,,,,,MA :,,,1846,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 77",English,,,,,0012_000497_000486.pdf,1700735
344,0,0,0,0,0012_000497_000487,"""O! lady"","" Sweetest Lady""",Y,650,"O! Lady, Sweetest Lady",,,,,,,"Crosby, L.V.H.",,,"Davis, J.S.",,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : A. & J.P. Ordway",,,1846,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 78",English,,,,,0012_000497_000487.pdf,1518324
345,0,0,0,0,0012_000497_000488,"""Topsy's in Town""",Y,650,Topsy's in Town,,,,,,,"Crosby, Warner",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : A.W. Tamms,,,1899,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 79",English,,,,,0012_000497_000488.pdf,2238984
346,0,0,0,0,0012_000497_000489,"""Kathleen Mavourneen""",Y,650,Kathleen Mavourneen,,,,,,,"Crouch, F. N",,,,,,,,,,,,,,,,,,,,,,,,,,,: Choice Parlor Ballads and Songs by Popular Authors,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 80",English,,,,,0012_000497_000489.pdf,2407016
347,0,0,0,0,0012_000497_000490,"""The Union of Kathleen Mavourneen & Dermot Asthore and Dermot Astore""",Y,650,The Union of Kathleen Mavourneen & Dermot Asthore and Dermot Astore,,,,,,Mr. Dempster and Mr. Horn,"Crouch, F. N.","Crouch, F.W.N.",,Mrs. Crawford,,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Oliver Ditson & CO.",,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 81",English,,,,,0012_000497_000490.pdf,2959865
348,0,0,0,0,0012_000497_000491,"""Katy Lee""",Y,650,Katy Lee,,,,,,,"Crouch, F. Nicholls",,,"Calvert, Geo. R.",,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Lee & Walker",,,1858,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 82",English,,,,,0012_000497_000491.pdf,1802867
349,0,0,0,0,0012_000497_000492,"""Art Thou in Tears""",Y,650,Art Thou in Tears,,,,,,,"Crouch, F.N.",,,"Gill, Ed. J.",,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : A. Fiot",,,n.d.,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 83",English,,,,,0012_000497_000492.pdf,2006632
350,0,0,0,0,0012_000497_000493,"""Kathleen Mavourneen""",Y,650,Kathleen Mavourneen,,,,,,Mr. Dempster,"Crouch, F.N.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Horace Waters,,,n.d.,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 84",English,,,,,0012_000497_000493.pdf,2164180
351,0,0,0,0,0012_000497_000494,"""Kathleen Mavourneen""",Y,650,Kathleen Mavourneen,,,,,,Mr. Dempster,"Crouch, F.N.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : S.T. Gordon,,,1862,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 3, Folder 85",English,,,,,0012_000497_000494.pdf,3049760
352,0,0,0,0,0012_000497_000496,"""Freeman's Gathering""",Y,650,Freeman's Gathering,,,,Stripes and Stars Unfurl,,,"Cull, A",,,"Dyer, Sidney",,,,,,,,,,,,,,,,,,,,,,,,New York : Horace Waters,,,1861,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 1",English,,,,,0012_000497_000496.pdf,2246576
353,0,0,0,0,0012_000497_000497,"""Barbe-bleue Potpourri""",Y,650,Barbe-bleue Potpourri,,,,Blue Pearl,,,Offenbach,,,,,"Cull, A. ",,,,,,,,,,,,,,,,,,,,,,New York : C.M. Tremaine,,,1868,,Text,,1 score (12 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 2",English,French,,,,0012_000497_000497.pdf,4193064
354,0,0,0,0,0012_000497_000498,"""Les Delices des Amateurs Trois Serenades""",Y,650,Les Delices des Amateurs Trois Serenades,,,,,,,"Czerny, C.",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : E. Tro Upenas & Co.,,,1800/1899,,Text,,1 score (36 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 3",English,,,,,0012_000497_000498.pdf,14559684
355,0,0,0,0,0012_000497_000499,"""It's Just an Idea of My Own""",Y,650,It's Just an Idea of My Own,,,,,,,"Dailey, Henry",,,"Dailey, Henry",,,,,,,,,,,,,,,,,,,,,,,,"New York : W. A. Evans & Bro., Publishers",,,1882,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 4",English,,,,,0012_000497_000499.pdf,1812868
356,0,0,0,0,0012_000497_000500,"""England""",Y,650,England,,,,,,,"D'Albert, Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,No City : J.W. Pearman,,,1800/1899,,Text,,1 score (14 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 5",English,,,,,0012_000497_000500.pdf,5548879
357,0,0,0,0,0012_000497_000501,"""L'innocence""",Y,650,L'innocence,,,,,,,"D'Albert, Chas.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Lee & Walker",,,n.d.,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 6",English,,,,,0012_000497_000501.pdf,1558186
358,0,0,0,0,0012_000497_000502,"""Rosalinda""",Y,650,Rosalinda,,,,Le Billet Doux,,,"D'Albert, Chas.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Lee & Walker",,,n.d.,,Text,,1 score (12 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 7",French,,,,,0012_000497_000502.pdf,3455326
359,0,0,0,0,0012_000497_000503,"""Go Where The Mists Are Sleeping""",Y,650,Go Where The Mists Are Sleeping,,,,,,,"Daniel, John",,,"Sim, W.",,,,,,,,,,,,,,,,,,,,,,,,"Cleveland, OH : S. Brainard's sons",,,1865,,Text,,1 score (10 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 8",English,,,,,0012_000497_000503.pdf,3374015
360,0,0,0,0,0012_000497_000504,"""Don't Be Angry with Me Darling""",Y,650,Don't Be Angry with Me Darling,,,,,,"Wambold, D.S. of the San Fransisco Minstrels","Danks, H. P",,,"Gardner, W.L.",,,,,,,,,,,,,,,,,,,,,,,,New York : Charles W. Harris,,,1871,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 9",English,,,,,0012_000497_000504.pdf,1759141
361,0,0,0,0,0012_000497_000505,"""Come Holy Spirit""",Y,650,Come Holy Spirit,,,,,,,"Danks, H. P.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : J.L. Peters,,,1873,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 10",English,,,,,0012_000497_000505.pdf,2247299
362,0,0,0,0,0012_000497_000506,"""Home of my Youth""",Y,650,Home of my Youth,,,,,,,"Danks, H. P.",,,"Julian, Cadet",,,,,,,,,,,,,,,,,,,,,,,,New York : Wm. Hall & Son,,,1867,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 11",English,,,,,0012_000497_000506.pdf,1544019
363,0,0,0,0,0012_000497_000507,"""You Are Always Young To Me""",Y,650,You Are Always Young To Me,,,,,,,"Danks, H. P.",,,"Cooper, George",,,,,,,,,,,,,,,,,,,,,,,,New York : Charles W. Harris,,,1874,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 12",English,,,,,0012_000497_000507.pdf,2396366
364,0,0,0,0,0012_000497_000508,"""Come Like a Beautiful Dream""",Y,650,Come Like a Beautiful Dream,,,,,,,"Danks, H.P.",,,"Cooper, George",,,,,,,,,,,,,,,,,,,,,,,,New York : Wm. Hall & Son,,,1869,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 13",English,,,,,0012_000497_000508.pdf,2452877
365,0,0,0,0,0012_000497_000510,"""At the High Brown Babies' Ball""",Y,650,At the High Brown Babies' Ball,,,,,,,,,,,,,"Davis, Benny","Erdman, Sid","Erdman, Ernie",,,,,,,,,,,,,,,,,,,"New York : Leo Feist, Inc.",,,1919,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 15",English,,,,,0012_000497_000510.pdf,1654186
366,0,0,0,0,0012_000497_000513,"""Poor Little Me""",Y,650,Poor Little Me,,,,,,,"Davis, Benny",,,"Davis, Benny",,,,,,,,,,,,,,,,,,,,,,,,"New York : Irving Berlin, Inc. Music Publishers",,,1922,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 18",English,,,,,0012_000497_000513.pdf,2331651
367,0,0,0,0,0012_000497_000515,"""If They Call Me I Am Waiting""",Y,650,If They Call Me I Am Waiting,,,,Only Waiting,,,"Davis, E.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis, MO : Balmer & Weber",,,1860,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 20",English,,,,,0012_000497_000515.pdf,1624933
368,0,0,0,0,0012_000497_000516,"""The Druid's Prayer""",Y,650,The Druid's Prayer,,,,La Prière,,Viennese and Hungarian Orchestras,"Davson, Gordon",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Jos. W. Stern & Co.,,,1909,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 21",English,,,,,0012_000497_000516.pdf,2491395
369,0,0,0,0,0012_000497_000517,"""Tiger Rag""",Y,650,Tiger Rag,,,,,,,Original Dixieland Jazz Band,,,"De Costa, Harry",,"Barry, Frank E. ",,,,,,,,,,,,,,,,,,,,,,"New York : Leo Feist, Inc.",,,1917,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 22",English,,,,,0012_000497_000517.pdf,2516458
370,0,0,0,0,0012_000497_000518,"""Dancing Waves""",Y,650,Dancing Waves,,,,,,,"De Jasienski, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : Wm. Hall & Son,,,1865,,Text,,1 score (10 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 23",English,,,,,0012_000497_000518.pdf,3613271
371,0,0,0,0,0012_000497_000520,"""Danseuses de Delphes""",Y,650,Danseuses de Delphes,,,,,,,"Debussy, Claude",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia : Elkan-Vogel Co., Inc.",,,1910,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 25",English,,,,,0012_000497_000520.pdf,1173671
372,0,0,0,0,0012_000497_000521,"""The Coquette Waltz""",Y,650,The Coquette Waltz,,,,,,,"Degenhard, Chas.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicago, IL : Root & Cady",,,1864,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 26",English,,,,,0012_000497_000521.pdf,1465108
373,0,0,0,0,0012_000497_000522,"""Mother is Dead""",Y,650,Mother Is Dead,,,,,,,"DeKress, Charles",,,"DeKress, Charles",,,,,,,,,,,,,,,,,,,,,,,,New York : R.H. Macy & Co.,,,1884,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 27",English,,,,,0012_000497_000522.pdf,2214096
374,0,0,0,0,0012_000497_000523,"""Shadow March""",Y,650,Shadow March,,,,,,,"Del Riego, Teresa",,,"Stevenson, Robert Louis",,,,,,,,,,,,,,,,,,,,,,,,London : Chappell & Co.,,,n.d.,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 28",English,,,,,0012_000497_000523.pdf,2265485
375,0,0,0,0,0012_000497_000524,"""Paroles du Coeur""",Y,650,Paroles du Coeur,,,,,,,"Delacour, Victor",,,,,,"Beuter, Albert",,,,,,,,,,,,,,,,,,,,,Baltimore MD : George Willig & Co.,,,1885,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 29",English,,,,,0012_000497_000524.pdf,2989229
376,0,0,0,0,0012_000497_000525,"""Birdie""",Y,650,Birdie,,,,,,Mlle. Christine Nilsson,"Demorest, Vienna",,,"Cooper, George",,,,,,,,,,,,,,,,,,,,,,,,New York : Wm. A. Pond,,,1870,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 30",English,,,,,0012_000497_000525.pdf,2115547
377,0,0,0,0,0012_000497_000526,"""The Light Fantastic Galop""",Y,650,The Light Fantastic Galop,,,,,,,"Demorest, Vienna",,,"Blackwood, Mrs. Price",,,,,,,,,,,,,,,,,,,,,,,,New York : William A. Pond & Co.,,,1870,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 31",English,,,,,0012_000497_000526.pdf,2138915
378,0,0,0,0,0012_000497_000527,"""The Lament of the Irish Emigrant""",Y,650,The Lament of the Irish Emigrant,,,,,,,"Dempster, William R.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Geo. P. Reed",,,1843,,Text,,1 score (10 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 32",English,,,,,0012_000497_000527.pdf,2884828
379,0,0,0,0,0012_000497_000528,"""The May Queen Parts 1-3""",Y,650,The May Queen Parts 1-3,,,,,,,"Dempster, William R.",,,"Tennyson, Alfred",,,,,,,,,,,,,,,,,,,,,,,,"Boston, MA : Oliver Ditson",,,1845,,Text,,1 score (36 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 33",English,,,,,0012_000497_000528.pdf,11312156
380,0,0,0,0,0012_000497_000529,"""Can I Forget to Love Thee""",Y,650,Can I Forget to Love Thee,,,,,,,"Dempster, William R.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : W.L. Peters",,,1839,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 34",English,,,,,0012_000497_000529.pdf,1989088
381,0,0,0,0,0012_000497_000531,"""Starlight Love""",Y,650,Starlight Love,,,,,,,"Denni, Lucien",,,"Penn, Arthur A.",,,,,,,,,,,,,,,,,,,,,,,,New York : M. Witmark & Sons,,,1919,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 36",English,,,,,0012_000497_000531.pdf,3256755
382,0,0,0,0,0012_000497_000534,"""The Response""",Y,650,The Response,,,,,,Miss C. Hiffert,"Desances, Charles F",,,"Bellamy, W.H.",,,,,,,,,,,,,,,,,,,,,,,,New York : Horace Waters,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 39",English,,,,,0012_000497_000534.pdf,2657873
383,0,0,0,0,0012_000497_000541,"""Overture to William Tell""",Y,650,Overture to William Tell,,,,,,,Rossini,,,,,,,,,,,,,,,,,,,,,,,,,,,New York : American Music Pub. Co.,,,n.d.,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 46",English,,,,,0012_000497_000541.pdf,2180584
384,0,0,0,0,0012_000497_000542,"""Going To Market""",Y,650,Going To Market,,,,,,,"Diehl, Louis",,,"Wynn, Harold",,,,,,,,,,,,,,,,,,,,,,,,n.p.,,,1884,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 47",English,,,,,0012_000497_000542.pdf,2513822
385,0,0,0,0,0012_000497_000543,"""Alice Gray""",Y,650,Alice Gray,,,,,,,"Dielman, Henry","Millard, Mrs. P.",,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, MD : John Cole",,,1831,,Text,,1 score (12 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 48",English,,,,,0012_000497_000543.pdf,4239784
386,0,0,0,0,0012_000497_000544,"""President Harrison's Grand Inauguration March """,Y,650,President Harrison's Grand Inauguration March ,,,,,,U.S. Marine Band ,"Dielman, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, MD : F.D. Benteen",,,1841,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 49",English,,,,,0012_000497_000544.pdf,1973823
387,0,0,0,0,0012_000497_000545,"""I'd Offer Thee this Heart""",Y,650,I'd Offer Thee this Heart,,,,,,,"Dister, Valentine",,,,,"Dister, Valentine ",,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Gearge Willig",,,1845,,Text,,1 score (2 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 50",English,,,,,0012_000497_000545.pdf,764719
388,0,0,0,0,0012_000497_000547,"""Call Me Back Pal O'Mine""",Y,650,Call Me Back Pal O'Mine,,,,,,,"Dixon, Harold",,,"Perricone, Lawrence",,,,,,,,,,,,,,,,,,,,,,,,Chicago : Dixon-Lane Music Pub. Co.,,,1921,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 52",English,,,,,0012_000497_000547.pdf,2271988
389,0,0,0,0,0012_000497_000548,"""Carolina in the Morning""",Y,650,Carolina in the Morning,,,,,,"Hughes, Fred","Donaldson, Walter",,,"Kahn, Gus",,,,,,,,,,,,,,,,,,,,,,,,New York : Jerome H. Remick & Co.,,,1922,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 53",English,,,,,0012_000497_000548.pdf,2375396
390,0,0,0,0,0012_000497_000549,"""How 'Ya Gonna Keep 'Em Down On the Farm : After they've seen Paree?""",Y,650,How 'Ya Gonna Keep 'Em Down On the Farm : After they've seen Paree?,,,,,,,"Donaldson, Walter",,,"Young, Joe","Lewis, Sam M.",,,,,,,,,,,,,,,,,,,,,,,"New York : Waterson, Berlin & Snyder Co.",,,1919,,Text,,1 score (4 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 54",English,,,,,0012_000497_000549.pdf,1908361
391,0,0,0,0,0012_000497_000551,"""My Buddy""",Y,650,My Buddy,,,,,,"Jolson, Al.","Donaldson, Walter",,,"Kahn, Gus",,,,,,,,,,,,,,,,,,,,,,,,New York : Jerome H. Remick & Co.,,,1922,,Text,,1 score (6 p.),image/jpeg,,,1575,"MS.1575, Box 4, Folder 56",English,,,,,0012_000497_000551.pdf,2308649
